Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,w_nominal.x,w_nominal.y,w_nominal.z,w_gust.x,w_gust.y,w_gust.z
1714703994.2157762,1815,0,0,,5.9923095703125,5.9923095703125,5.9923095703125,0.0,0.0,0.0
1714703994.2224574,1816,0,0,,6.003759384155273,6.003759384155273,6.003759384155273,0.0,0.0,0.0
1714703994.2292507,1817,0,0,,6.015198707580566,6.015198707580566,6.015198707580566,0.0,0.0,0.0
1714703994.235788,1818,0,0,,6.026627063751221,6.026627063751221,6.026627063751221,0.0,0.0,0.0
1714703994.2425644,1819,0,0,,6.038043975830078,6.038043975830078,6.038043975830078,0.0,0.0,0.0
1714703994.249312,1820,0,0,,6.049449920654297,6.049449920654297,6.049449920654297,0.0,0.0,0.0
1714703994.2557867,1821,0,0,,6.060842990875244,6.060842990875244,6.060842990875244,0.0,0.0,0.0
1714703994.2625244,1822,0,0,,6.072223663330078,6.072223663330078,6.072223663330078,0.0,0.0,0.0
1714703994.269139,1823,0,0,,6.083590507507324,6.083590507507324,6.083590507507324,0.0,0.0,0.0
1714703994.2758465,1824,0,0,,6.094944000244141,6.094944000244141,6.094944000244141,0.0,0.0,0.0
1714703994.2825637,1825,0,0,,6.106283187866211,6.106283187866211,6.106283187866211,0.0,0.0,0.0
1714703994.2892022,1826,0,0,,6.117608070373535,6.117608070373535,6.117608070373535,0.0,0.0,0.0
1714703994.2958586,1827,0,0,,6.128917217254639,6.128917217254639,6.128917217254639,0.0,0.0,0.0
1714703994.3025942,1828,0,0,,6.1402106285095215,6.1402106285095215,6.1402106285095215,0.0,0.0,0.0
1714703994.3092484,1829,0,0,,6.151487350463867,6.151487350463867,6.151487350463867,0.0,0.0,0.0
1714703994.3158667,1830,0,0,,6.162747859954834,6.162747859954834,6.162747859954834,0.0,0.0,0.0
1714703994.3225424,1831,0,0,,6.173990726470947,6.173990726470947,6.173990726470947,0.0,0.0,0.0
1714703994.3292227,1832,0,0,,6.185215950012207,6.185215950012207,6.185215950012207,0.0,0.0,0.0
1714703994.3359377,1833,0,0,,6.196422576904297,6.196422576904297,6.196422576904297,0.0,0.0,0.0
1714703994.3425996,1834,0,0,,6.207610607147217,6.207610607147217,6.207610607147217,0.0,0.0,0.0
1714703994.3492084,1835,0,0,,6.218779563903809,6.218779563903809,6.218779563903809,0.0,0.0,0.0
1714703994.3557825,1836,0,0,,6.229928016662598,6.229928016662598,6.229928016662598,0.0,0.0,0.0
1714703994.3625414,1837,0,0,,6.2410569190979,6.2410569190979,6.2410569190979,0.0,0.0,0.0
1714703994.3692613,1838,0,0,,6.252164840698242,6.252164840698242,6.252164840698242,0.0,0.0,0.0
1714703994.3759143,1839,0,0,,6.263251304626465,6.263251304626465,6.263251304626465,0.0,0.0,0.0
1714703994.382569,1840,0,0,,6.274316310882568,6.274316310882568,6.274316310882568,0.0,0.0,0.0
1714703994.3892424,1841,0,0,,6.285358428955078,6.285358428955078,6.285358428955078,0.0,0.0,0.0
1714703994.3958414,1842,0,0,,6.296378135681152,6.296378135681152,6.296378135681152,0.0,0.0,0.0
1714703994.4024389,1843,0,0,,6.307374954223633,6.307374954223633,6.307374954223633,0.0,0.0,0.0
1714703994.409128,1844,0,0,,6.318347930908203,6.318347930908203,6.318347930908203,0.0,0.0,0.0
1714703994.4157896,1845,0,0,,6.329296588897705,6.329296588897705,6.329296588897705,0.0,0.0,0.0
1714703994.4225621,1846,0,0,,6.3402204513549805,6.3402204513549805,6.3402204513549805,0.0,0.0,0.0
1714703994.4290698,1847,0,0,,6.351119518280029,6.351119518280029,6.351119518280029,0.0,0.0,0.0
1714703994.4357405,1848,0,0,,6.361991882324219,6.361991882324219,6.361991882324219,0.0,0.0,0.0
1714703994.4424267,1849,0,0,,6.372838973999023,6.372838973999023,6.372838973999023,0.0,0.0,0.0
1714703994.4490879,1850,0,0,,6.383659362792969,6.383659362792969,6.383659362792969,0.0,0.0,0.0
1714703994.4557931,1851,0,0,,6.3944525718688965,6.3944525718688965,6.3944525718688965,0.0,0.0,0.0
1714703994.4624715,1852,0,0,,6.405218601226807,6.405218601226807,6.405218601226807,0.0,0.0,0.0
1714703994.4691288,1853,0,0,,6.415955543518066,6.415955543518066,6.415955543518066,0.0,0.0,0.0
1714703994.475744,1854,0,0,,6.426664352416992,6.426664352416992,6.426664352416992,0.0,0.0,0.0
1714703994.4825342,1855,0,0,,6.437344551086426,6.437344551086426,6.437344551086426,0.0,0.0,0.0
1714703994.4891322,1856,0,0,,6.447994709014893,6.447994709014893,6.447994709014893,0.0,0.0,0.0
1714703994.4957597,1857,0,0,,6.458615303039551,6.458615303039551,6.458615303039551,0.0,0.0,0.0
1714703994.5024137,1858,0,0,,6.469205379486084,6.469205379486084,6.469205379486084,0.0,0.0,0.0
1714703994.509176,1859,0,0,,6.479764461517334,6.479764461517334,6.479764461517334,0.0,0.0,0.0
1714703994.5157418,1860,0,0,,6.490292072296143,6.490292072296143,6.490292072296143,0.0,0.0,0.0
1714703994.5225582,1861,0,0,,6.500787734985352,6.500787734985352,6.500787734985352,0.0,0.0,0.0
1714703994.5292497,1862,0,0,,6.511251449584961,6.511251449584961,6.511251449584961,0.0,0.0,0.0
1714703994.535748,1863,0,0,,6.521682262420654,6.521682262420654,6.521682262420654,0.0,0.0,0.0
1714703994.5426724,1864,0,0,,6.532079696655273,6.532079696655273,6.532079696655273,0.0,0.0,0.0
1714703994.5494812,1865,0,0,,6.54244327545166,6.54244327545166,6.54244327545166,0.0,0.0,0.0
1714703994.5558188,1866,0,0,,6.552772521972656,6.552772521972656,6.552772521972656,0.0,0.0,0.0
1714703994.5625718,1867,0,0,,6.56306791305542,6.56306791305542,6.56306791305542,0.0,0.0,0.0
1714703994.5692513,1868,0,0,,6.573327541351318,6.573327541351318,6.573327541351318,0.0,0.0,0.0
1714703994.5758755,1869,0,0,,6.58355188369751,6.58355188369751,6.58355188369751,0.0,0.0,0.0
