Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,p.x,p.y,p.z,p_ref.x,p_ref.y,p_ref.z,p_err.x,p_err.y,p_err.z,p_err_int.x,p_err_int.y,p_err_int.z,v.x,v.y,v.z,v_ref.x,v_ref.y,v_ref.z,v_err.x,v_err.y,v_err.z,a_ff.x,a_ff.y,a_ff.z,a_fb.x,a_fb.y,a_fb.z,j_ff.x,j_ff.y,j_ff.z,j_fb.x,j_fb.y,j_fb.z,q.x,q.y,q.z,q.w,q_ref.x,q_ref.y,q_ref.z,q_ref.w,rpy.x,rpy.y,rpy.z,rpy_ref.x,rpy_ref.y,rpy_ref.z,w.x,w.y,w.z,w_ref.x,w_ref.y,w_ref.z,F_W.x,F_W.y,F_W.z,P_norm,A_norm,y_norm,f_hat.x,f_hat.y,f_hat.z,power
1714776377.196745,2740,1714776377,193024158,,1.9787479639053345,0.04277912154793739,1.754822850227356,2.0,0.0,1.7999999523162842,0.021252036094665527,-0.04277912154793739,0.04517710208892822,0.0,0.0,0.0,-0.010283813811838627,-0.17646971344947815,0.03991145268082619,0.0,0.03057977557182312,0.0,0.010283813811838627,0.20704948902130127,-0.03991145268082619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008960090577602386,-0.004539563786238432,0.006306781433522701,0.999929666519165,0.0014980874439661331,-0.014481694788581068,0.0,0.9998940125083561,-0.017977871668832628,-0.008965590412379485,0.012694876644470984,0.002997118921679621,-0.028964369519392862,-4.3407897196592715e-05,-0.02686179429292679,0.012235205620527267,-0.017612997442483902,0.0,0.0,0.0,-0.437394380569458,-0.04524712264537811,15.096827507019043,6.760909557342529,2.6097655296325684,1.345194697380066,0.5030852556228638,0.4895167350769043,-2.3856725692749023,True
1714776377.2057931,2741,1714776377,203058481,,1.9786500930786133,0.041014570742845535,1.7552177906036377,2.0,0.0,1.7999999523162842,0.02134990692138672,-0.041014570742845535,0.044782161712646484,0.0,0.0,0.0,-0.008691621944308281,-0.1762388050556183,0.03773824870586395,0.0,0.029246442019939423,0.0,0.008691621944308281,0.2054852470755577,-0.03773824870586395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008897939696907997,-0.004410107154399157,0.006252285558730364,0.9999311566352844,0.001374311088701502,-0.014391940828385939,0.0,0.9998954861925439,-0.01785142517672572,-0.008708451972117195,0.012583000759453997,0.002749477356291648,-0.028784848210585932,-3.9574401646348705e-05,0.027303636074066162,0.05719107389450073,0.008231059648096561,0.0,0.0,0.0,-0.4350035786628723,-0.04153923690319061,15.108010292053223,6.760909557342529,2.6088531017303467,1.343957781791687,0.5026934146881104,0.4843633770942688,-2.3899011611938477,True
1714776377.2156668,2742,1714776377,213023662,,1.9787940979003906,0.038285791873931885,1.7557820081710815,2.0,0.0,1.7999999523162842,0.021205902099609375,-0.038285791873931885,0.04421794414520264,0.0,0.0,0.0,-0.00569518469274044,-0.17383845150470734,0.04057628661394119,0.0,0.028579775243997574,0.0,0.00569518469274044,0.2024182267487049,-0.04057628661394119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008860520087182522,-0.004231092985719442,0.006318650674074888,0.9999318718910217,0.0013697468834080768,-0.014560192565817644,0.0,0.9998930565745128,-0.017774856508592556,-0.008349732709593813,0.012712204184399568,0.0027403661330746647,-0.02912138681380838,-3.990447619118921e-05,0.0036475746892392635,0.018966659903526306,-0.010087775066494942,0.0,0.0,0.0,-0.4397543668746948,-0.04136979579925537,15.096410751342773,6.760909557342529,2.60795521736145,1.3452528715133667,0.5011141300201416,0.4790503978729248,-2.3844456672668457,True
1714776377.2261083,2743,1714776377,223071813,,1.97877037525177,0.03758899122476578,1.75595223903656,2.0,0.0,1.7999999523162842,0.02122962474822998,-0.03758899122476578,0.04404771327972412,0.0,0.0,0.0,-0.006255501881241798,-0.17404526472091675,0.04257670417428017,0.0,0.027246441692113876,0.0,0.006255501881241798,0.20129170641303062,-0.04257670417428017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008843349292874336,-0.0042189182713627815,0.006292319390922785,0.9999321699142456,0.0012695453765798484,-0.014477252719550802,0.0,0.9998943931277099,-0.017740138850847683,-0.00832607052988124,0.012659181525161007,0.002539890011080938,-0.02895549362183668,-3.6774473680919464e-05,-0.00976371206343174,0.007917058654129505,-0.014148587360978127,0.0,0.0,0.0,-0.4370500445365906,-0.03832598030567169,15.08958911895752,6.760909557342529,2.607001781463623,1.3456146717071533,0.5001192092895508,0.4740079641342163,-2.3823773860931396,True
1714776377.2353132,2744,1714776377,233043909,,1.9788625240325928,0.03640536591410637,1.7562572956085205,2.0,0.0,1.7999999523162842,0.021137475967407227,-0.03640536591410637,0.04374265670776367,0.0,0.0,0.0,-0.005919953342527151,-0.17422926425933838,0.039127156138420105,0.0,0.026579774916172028,0.0,0.005919953342527151,0.2008090391755104,-0.039127156138420105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008843483403325081,-0.0042030829936265945,0.006271029356867075,0.9999324083328247,0.0011445979772733016,-0.014533417499745481,0.0,0.9998937291888816,-0.017740026997384258,-0.008294777262995063,0.012616319209098403,0.0022899220347068687,-0.029067839296968767,-3.328390099993289e-05,0.013414467684924603,0.018450595438480377,-0.00036199571331962943,0.0,0.0,0.0,-0.43909546732902527,-0.03458152711391449,15.101592063903809,6.760909557342529,2.6060752868652344,1.345314621925354,0.5005887150764465,0.47050440311431885,-2.386991500854492,True
1714776377.245333,2745,1714776377,243045091,,1.9788789749145508,0.03367308899760246,1.7568966150283813,2.0,0.0,1.7999999523162842,0.02112102508544922,-0.03367308899760246,0.04310333728790283,0.0,0.0,0.0,-0.006129085086286068,-0.17104791104793549,0.042841680347919464,0.0,0.02524644136428833,0.0,0.006129085086286068,0.19629435241222382,-0.042841680347919464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008818153291940689,-0.004006050527095795,0.0062539102509617805,0.9999335408210754,0.0012537224905815711,-0.014469864006088835,0.0,0.9998945200447704,-0.017686715532489024,-0.0079013548679951,0.012578365414886116,0.002508233455819815,-0.02894071523679831,-3.629758762166571e-05,-0.003331773914396763,-0.02748832292854786,-0.015775440260767937,0.0,0.0,0.0,-0.4367764890193939,-0.03784392774105072,15.087848663330078,6.760909557342529,2.605142831802368,1.3471430540084839,0.4993366599082947,0.46568357944488525,-2.3822970390319824,True
1714776377.2554345,2746,1714776377,253085851,,1.9788789749145508,0.03367308899760246,1.7568966150283813,2.0,0.0,1.7999999523162842,0.02112102508544922,-0.03367308899760246,0.04310333728790283,0.0,0.0,0.0,-0.006129085086286068,-0.17104791104793549,0.042841680347919464,0.0,0.02457977458834648,0.0,0.006129085086286068,0.19562768563628197,-0.042841680347919464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008818153291940689,-0.004006050527095795,0.0062539102509617805,0.9999335408210754,0.0011539161391017976,-0.014453693974754444,0.0,0.9998948740782844,-0.017686715532489024,-0.0079013548679951,0.012578365414886116,0.002308556271223496,-0.028908375292210856,-3.337064435570437e-05,-0.003331773914396763,-0.02748832292854786,-0.015775440260767937,0.0,0.0,0.0,-0.4362828731536865,-0.03483080863952637,15.087675094604492,6.760909557342529,2.6041688919067383,1.3471430540084839,0.49873918294906616,0.4611095190048218,-2.382171154022217,True
1714776377.2658942,2747,1714776377,263047218,,1.9789679050445557,0.03284003958106041,1.7570778131484985,2.0,0.0,1.7999999523162842,0.021032094955444336,-0.03284003958106041,0.042922139167785645,0.0,0.0,0.0,-0.003718695370480418,-0.17167118191719055,0.040766824036836624,0.0,0.023246441036462784,0.0,0.003718695370480418,0.19491762295365334,-0.040766824036836624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008808838203549385,-0.003990065306425095,0.00623703096061945,0.9999337792396545,0.0010369034622498782,-0.014644214529566232,0.0,0.9998922300988352,-0.017667748664262035,-0.007869801563479401,0.012544249245420806,0.0020744746715480166,-0.02928946023872324,-3.038230463984973e-05,0.016301773488521576,0.020023083314299583,-0.005221177823841572,0.0,0.0,0.0,-0.44231197237968445,-0.03131850063800812,15.097053527832031,6.760909557342529,2.6032392978668213,1.3453396558761597,0.49872511625289917,0.4565337300300598,-2.3865902423858643,True
1714776377.2754068,2748,1714776377,273039102,,1.9791094064712524,0.028751464560627937,1.7580397129058838,2.0,0.0,1.7999999523162842,0.02089059352874756,-0.028751464560627937,0.04196023941040039,0.0,0.0,0.0,-0.0025774200912564993,-0.16852521896362305,0.04086971655488014,0.0,0.022579774260520935,0.0,0.0025774200912564993,0.19110499322414398,-0.04086971655488014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008756427094340324,-0.004089003428816795,0.00626063346862793,0.9999337196350098,0.0010220800405484796,-0.014694339690486764,0.0,0.9998915099816836,-0.01756436705175357,-0.008067910504384442,0.012592789361819018,0.0020448227846682674,-0.02938972174338455,-3.0050559855600368e-05,-0.056891363114118576,0.002027028240263462,-0.009172175079584122,0.0,0.0,0.0,-0.44371548295021057,-0.030863091349601746,15.093263626098633,6.760909557342529,2.6023366451263428,1.347402811050415,0.49745258688926697,0.45103344321250916,-2.3837761878967285,True
1714776377.2856011,2749,1714776377,283103466,,1.9792190790176392,0.02648698166012764,1.7586027383804321,2.0,0.0,1.7999999523162842,0.02078092098236084,-0.02648698166012764,0.04139721393585205,0.0,0.0,0.0,0.0010108350543305278,-0.1682431995868683,0.04220004752278328,0.0,0.021246440708637238,0.0,-0.0010108350543305278,0.18948964029550552,-0.04220004752278328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008697493933141232,-0.004284457769244909,0.006258801557123661,0.9999334812164307,0.0010066937494871001,-0.014984642127688406,0.0,0.999887217174017,-0.017448969180969394,-0.008459573462926381,0.012592080078701759,0.0020140662584376794,-0.0299703907222788,-3.018344587900149e-05,-0.002716178772971034,-0.02017541415989399,0.005200424697250128,0.0,0.0,0.0,-0.4525240361690521,-0.030401334166526794,15.09448528289795,6.760909557342529,2.6014115810394287,1.3473668098449707,0.4984363317489624,0.4483805298805237,-2.387599468231201,True
