Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,w_nominal.x,w_nominal.y,w_nominal.z,w_gust.x,w_gust.y,w_gust.z
1714703891.3627546,1768,0,0,,6.703306674957275,6.703306674957275,6.703306674957275,0.0,0.0,0.0
1714703891.3695266,1769,0,0,,6.7130279541015625,6.7130279541015625,6.7130279541015625,0.0,0.0,0.0
1714703891.3761148,1770,0,0,,6.722707748413086,6.722707748413086,6.722707748413086,0.0,0.0,0.0
1714703891.3827863,1771,0,0,,6.7323455810546875,6.7323455810546875,6.7323455810546875,0.0,0.0,0.0
1714703891.3893948,1772,0,0,,6.741940498352051,6.741940498352051,6.741940498352051,0.0,0.0,0.0
1714703891.3961253,1773,0,0,,6.751492023468018,6.751492023468018,6.751492023468018,0.0,0.0,0.0
1714703891.402914,1774,0,0,,6.761000633239746,6.761000633239746,6.761000633239746,0.0,0.0,0.0
1714703891.409503,1775,0,0,,6.770464897155762,6.770464897155762,6.770464897155762,0.0,0.0,0.0
1714703891.416163,1776,0,0,,6.7798848152160645,6.7798848152160645,6.7798848152160645,0.0,0.0,0.0
1714703891.422835,1777,0,0,,6.789260387420654,6.789260387420654,6.789260387420654,0.0,0.0,0.0
1714703891.4297075,1778,0,0,,6.798590660095215,6.798590660095215,6.798590660095215,0.0,0.0,0.0
1714703891.4362345,1779,0,0,,6.807875156402588,6.807875156402588,6.807875156402588,0.0,0.0,0.0
1714703891.4429042,1780,0,0,,6.817114353179932,6.817114353179932,6.817114353179932,0.0,0.0,0.0
1714703891.4495924,1781,0,0,,6.8263068199157715,6.8263068199157715,6.8263068199157715,0.0,0.0,0.0
1714703891.4562666,1782,0,0,,6.835452079772949,6.835452079772949,6.835452079772949,0.0,0.0,0.0
1714703891.4630363,1783,0,0,,6.844550609588623,6.844550609588623,6.844550609588623,0.0,0.0,0.0
1714703891.4697058,1784,0,0,,6.853600978851318,6.853600978851318,6.853600978851318,0.0,0.0,0.0
1714703891.476292,1785,0,0,,6.862604141235352,6.862604141235352,6.862604141235352,0.0,0.0,0.0
